date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:19:50	76764/76764	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Nov%202021%2013:37:57%20GMT	https://tamalsen.dev/project/walkerip/	D:/new-22-24/tamalsen.dev/project/walkerip/index.html	(from https://tamalsen.dev/)
12:19:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:19:53%20GMT	https://tamalsen.dev/go/upwork	D:/new-22-24/tamalsen.dev/go/upwork	(from https://tamalsen.dev/)
12:19:50	75386/75386	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Nov%202021%2008:14:14%20GMT	https://tamalsen.dev/project/tryotel-web-b2c/	D:/new-22-24/tamalsen.dev/project/tryotel-web-b2c/index.html	(from https://tamalsen.dev/)
12:19:51	76768/76768	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Nov%202021%2013:18:48%20GMT	https://tamalsen.dev/project/kananaskis-nordic-spa-website/	D:/new-22-24/tamalsen.dev/project/kananaskis-nordic-spa-website/index.html	(from https://tamalsen.dev/)
12:19:51	1917/1917	---M--	200	added ('OK')	image/png	etag:%2261b38222-77d%22	https://tamalsen.dev/wp-content/uploads/2021/07/upwork-logo-300x225.png	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/07/upwork-logo-300x225.png	(from https://tamalsen.dev/)
12:19:51	75769/75769	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Nov%202021%2013:36:08%20GMT	https://tamalsen.dev/project/a-higher-thought/	D:/new-22-24/tamalsen.dev/project/a-higher-thought/index.html	(from https://tamalsen.dev/)
12:19:51	75832/75832	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Nov%202021%2005:26:44%20GMT	https://tamalsen.dev/project/all-the-roads-of-chittagong/	D:/new-22-24/tamalsen.dev/project/all-the-roads-of-chittagong/index.html	(from https://tamalsen.dev/)
12:19:51	4691/4691	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202024%2016:19:55%20GMT	https://tamalsen.dev/cdn-cgi/l/email-protection	D:/new-22-24/tamalsen.dev/cdn-cgi/l/email-protection.html	(from https://tamalsen.dev/)
12:19:52	74942/74942	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202024%2016:19:55%20GMT	https://tamalsen.dev/portfolio-category/data-viz/	D:/new-22-24/tamalsen.dev/portfolio-category/data-viz/index.html	(from https://tamalsen.dev/)
12:19:52	6592/6592	---M--	200	added ('OK')	image/png	etag:%2261b38222-1bd9%22	https://tamalsen.dev/wp-content/uploads/2021/07/mark_portrait_circle.png	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/07/mark_portrait_circle.png	(from https://tamalsen.dev/)
12:19:52	7189/7189	---M--	200	added ('OK')	image/png	etag:%2261b38222-1f1a%22	https://tamalsen.dev/wp-content/uploads/2021/07/wilfried_hajek_portrait_circle.png	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/07/wilfried_hajek_portrait_circle.png	(from https://tamalsen.dev/)
12:19:53	7114/7114	---M--	200	added ('OK')	image/png	etag:%2261b38222-1efd%22	https://tamalsen.dev/wp-content/uploads/2021/07/jonathan_castro_gleam.png	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/07/jonathan_castro_gleam.png	(from https://tamalsen.dev/)
12:19:53	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226696a9e8-4d7%22	https://tamalsen.dev/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/new-22-24/tamalsen.dev/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://tamalsen.dev/)
12:19:53	9813/9813	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663927d5-2655%22	https://tamalsen.dev/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	D:/new-22-24/tamalsen.dev/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js	(from https://tamalsen.dev/)
12:19:53	6654/6654	---MCZ	200	added ('OK')	text/css	etag:W/%226654d885-19fe%22	https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_single_09ba3a95be4621714e3408982b13f140.css	D:/new-22-24/tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_single_09ba3a95be4621714e3408982b13f140.css	(from https://tamalsen.dev/)
12:19:53	6655/6655	---MCZ	200	added ('OK')	text/css	etag:W/%226654d885-19ff%22	https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_single_a46a0fceb4cca53c4753c5bf6e776cf6.css	D:/new-22-24/tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_single_a46a0fceb4cca53c4753c5bf6e776cf6.css	(from https://tamalsen.dev/)
12:19:54	6656/6656	---MCZ	200	added ('OK')	text/css	etag:W/%226654d885-1a00%22	https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_single_ec851c1af7799610f9364808b29ee246.css	D:/new-22-24/tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_single_ec851c1af7799610f9364808b29ee246.css	(from https://tamalsen.dev/)
12:19:54	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c7d511-1feb%22	https://tamalsen.dev/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js	D:/new-22-24/tamalsen.dev/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js	(from https://tamalsen.dev/)
12:19:54	6625/6625	---MCZ	200	added ('OK')	application/javascript	etag:W/%226509f6d0-19e1%22	https://tamalsen.dev/wp-includes/js/dist/vendor/regenerator-runtime.min.js	D:/new-22-24/tamalsen.dev/wp-includes/js/dist/vendor/regenerator-runtime.min.js	(from https://tamalsen.dev/)
12:19:54	38590/38590	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ba444c-96be%22	https://tamalsen.dev/wp-includes/js/dist/vendor/wp-polyfill.min.js	D:/new-22-24/tamalsen.dev/wp-includes/js/dist/vendor/wp-polyfill.min.js	(from https://tamalsen.dev/)
12:19:54	4307/4307	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ba444c-10d3%22	https://tamalsen.dev/wp-includes/js/dist/hooks.min.js	D:/new-22-24/tamalsen.dev/wp-includes/js/dist/hooks.min.js	(from https://tamalsen.dev/)
12:19:55	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ce417b-23b5%22	https://tamalsen.dev/wp-includes/js/dist/i18n.min.js	D:/new-22-24/tamalsen.dev/wp-includes/js/dist/i18n.min.js	(from https://tamalsen.dev/)
12:19:56	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2016:19:59%20GMT	http://tamalsen.dev/wp-content/themes/ohio/images/bg-full.jpg	D:/new-22-24/tamalsen.dev/wp-content/themes/ohio/images/bg-full.30.delayed	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_4495385686853ab78c48d1389e3a5aa0.css)
12:20:13	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226695aad2-2876e%22	http://tamalsen.dev/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	D:/new-22-24/tamalsen.dev/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_4495385686853ab78c48d1389e3a5aa0.css)
12:20:13	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226695aad2-31916%22	http://tamalsen.dev/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/new-22-24/tamalsen.dev/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_4495385686853ab78c48d1389e3a5aa0.css)
12:20:14	218896/218896	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226695aad2-35710%22	http://tamalsen.dev/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.30.0	D:/new-22-24/tamalsen.dev/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc63f.eot	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_4495385686853ab78c48d1389e3a5aa0.css)
12:20:21	791557/791557	---MCZ	200	added ('OK')	application/javascript	etag:W/%226695ab65-c1405%22	https://tamalsen.dev/wp-content/cache/autoptimize/js/autoptimize_0a203e77c456f45fb88ffa685d8b8a12.js	D:/new-22-24/tamalsen.dev/wp-content/cache/autoptimize/js/autoptimize_0a203e77c456f45fb88ffa685d8b8a12.js	(from https://tamalsen.dev/)
12:20:26	112826/112826	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261b38223-1b8ba%22	http://tamalsen.dev/wp-content/themes/ohio/assets/fonts/ionicons/webfonts/ionicons.eot?v=4.0.0	D:/new-22-24/tamalsen.dev/wp-content/themes/ohio/assets/fonts/ionicons/webfonts/ionicons1fc6.eot	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_4495385686853ab78c48d1389e3a5aa0.css)
12:20:27	32101/32101	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-a216%22	https://tamalsen.dev/wp-content/uploads/2021/07/tamalsen-home-cover.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/07/tamalsen-home-cover.jpg	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_single_6bf89b1854212e67a321dba0bb861f69.css)
12:20:28	134622/134622	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261b38223-20dde%22	http://tamalsen.dev/wp-content/themes/ohio/assets/fonts/fa/webfonts/fa-brands-400.eot	D:/new-22-24/tamalsen.dev/wp-content/themes/ohio/assets/fonts/fa/webfonts/fa-brands-400.eot	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_4495385686853ab78c48d1389e3a5aa0.css)
12:20:29	151556/151556	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226695aad2-25004%22	http://tamalsen.dev/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	D:/new-22-24/tamalsen.dev/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_4495385686853ab78c48d1389e3a5aa0.css)
12:20:29	141286/141286	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-238ef%22	https://tamalsen.dev/wp-content/uploads/2021/07/tryotel_ios_mockup-1920x1200.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/07/tryotel_ios_mockup-1920x1200.jpg	(from https://tamalsen.dev/project/tryotel-cross-platform-travel-app/)
12:20:30	1682099/1682099	---MCZ	200	added ('OK')	text/css	etag:W/%226695abca-19aab3%22	https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_92688ecb6f8d88509a04b1b8517d1088.css	D:/new-22-24/tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_92688ecb6f8d88509a04b1b8517d1088.css	(from https://tamalsen.dev/project/tryotel-cross-platform-travel-app/)
12:20:30	1055292/1055292	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-123f49%22	https://tamalsen.dev/wp-content/uploads/2021/10/tryotel-app-full.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/tryotel-app-full.jpg	(from https://tamalsen.dev/project/tryotel-cross-platform-travel-app/)
12:20:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:33%20GMT	https://tamalsen.dev/?p=218124	D:/new-22-24/tamalsen.dev/index0017.html	(from https://tamalsen.dev/project/tryotel-cross-platform-travel-app/)
12:20:30	1024124/1024124	---MCZ	200	added ('OK')	application/javascript	etag:W/%226695abca-fa07c%22	https://tamalsen.dev/wp-content/cache/autoptimize/js/autoptimize_f7288e0cd74e7772040f69753125c051.js	D:/new-22-24/tamalsen.dev/wp-content/cache/autoptimize/js/autoptimize_f7288e0cd74e7772040f69753125c051.js	(from https://tamalsen.dev/project/tryotel-cross-platform-travel-app/)
12:20:31	139477/139477	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-220d5%22	https://tamalsen.dev/wp-content/uploads/2021/11/2021-11-09_183502.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/2021-11-09_183502.jpg	(from https://tamalsen.dev/project/flight-local/)
12:20:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:34%20GMT	https://tamalsen.dev/?p=218031	D:/new-22-24/tamalsen.dev/index5d1c.html	(from https://tamalsen.dev/project/flight-local/)
12:20:31	173613/173613	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-2a62d%22	https://tamalsen.dev/wp-content/uploads/2021/11/booking-panel.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/booking-panel.jpg	(from https://tamalsen.dev/project/flight-local/)
12:20:31	203604/203604	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-31b54%22	https://tamalsen.dev/wp-content/uploads/2021/11/booking-feed.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/booking-feed.jpg	(from https://tamalsen.dev/project/flight-local/)
12:20:32	59844/59844	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-e9c4%22	https://tamalsen.dev/wp-content/uploads/2021/11/flighlocal-cover-image-1024x768.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/flighlocal-cover-image-1024x768.jpg	(from https://tamalsen.dev/portfolio-category/web-dev/)
12:20:32	170074/170074	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-2985a%22	https://tamalsen.dev/wp-content/uploads/2021/11/booking-list.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/booking-list.jpg	(from https://tamalsen.dev/project/flight-local/)
12:20:32	7398/7398	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22dcc3618f6a37c0aa808c828a9f680d9f-gzip%22	https://tamalsen.dev/portfolio-category/web-dev/feed/	D:/new-22-24/tamalsen.dev/portfolio-category/web-dev/feed/index.html	(from https://tamalsen.dev/portfolio-category/web-dev/)
12:20:32	75781/75781	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-12805%22	https://tamalsen.dev/wp-content/uploads/2021/11/ailabgranada.com-poster-1024x768.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/ailabgranada.com-poster-1024x768.jpg	(from https://tamalsen.dev/portfolio-category/web-dev/)
12:20:32	48091/48091	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-d1b4%22	https://tamalsen.dev/wp-content/uploads/2021/10/khora-urban-thinkers-poster-r-1024x768.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/khora-urban-thinkers-poster-r-1024x768.jpg	(from https://tamalsen.dev/portfolio-category/web-dev/)
12:20:33	50698/50698	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-c60a%22	https://tamalsen.dev/wp-content/uploads/2021/10/tapy-co-poster-1024x768.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/tapy-co-poster-1024x768.jpg	(from https://tamalsen.dev/portfolio-category/web-dev/)
12:20:33	57511/57511	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-e0a7%22	https://tamalsen.dev/wp-content/uploads/2021/10/walkerip-com-poster-1024x683.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/walkerip-com-poster-1024x683.jpg	(from https://tamalsen.dev/portfolio-category/web-dev/)
